,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.6850806786366246,0.8933918525849468,GRAD,True,Saliency_PTY'>
1,0.6604813801047521,0.9823575220237428,GRAD,True,Saliency_PTY'>
2,0.9053104831875205,1.0539239135414458,GRAD,True,Saliency_PTY'>
3,0.7589862831284575,0.9259297505588251,GRAD,True,Saliency_PTY'>
4,0.6594464200350582,0.7117519946933458,GRAD,True,Saliency_PTY'>
5,0.576965750166807,0.8070208987126686,GRAD,True,Saliency_PTY'>
6,0.45181198518556387,0.5225078700406134,GRAD,True,Saliency_PTY'>
7,0.7696353493412356,0.9625909763124998,GRAD,True,Saliency_PTY'>
8,0.5683848908481874,0.6610134040806654,GRAD,True,Saliency_PTY'>
9,0.698522485396533,0.8921488344715732,GRAD,True,Saliency_PTY'>
10,0.5761980812124543,0.6375388309002049,GRAD,True,Saliency_PTY'>
11,0.6394924819293465,0.8024623267599916,GRAD,True,Saliency_PTY'>
12,0.7281815218251595,0.8634733657361598,GRAD,True,Saliency_PTY'>
13,0.6355826185095101,0.7298276171968783,GRAD,True,Saliency_PTY'>
14,0.6302583253382987,0.7733318136225537,GRAD,True,Saliency_PTY'>
15,0.5598086119060126,0.6672183995504256,GRAD,True,Saliency_PTY'>
16,0.6367634318075509,0.7708756479044327,GRAD,True,Saliency_PTY'>
17,0.7326351441377725,0.8856353275917024,GRAD,True,Saliency_PTY'>
18,0.6105497377437138,0.717313245832699,GRAD,True,Saliency_PTY'>
19,0.8579083810956571,1.0759327356405763,GRAD,True,Saliency_PTY'>
