,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.8760602811431211,0.9821371668409044,authentic_opposing_information,100,TSEvo'>
1,0.49826385637886145,0.527766375510108,authentic_opposing_information,100,TSEvo'>
2,0.6201117302501234,0.6954994599234601,authentic_opposing_information,100,TSEvo'>
3,0.5208162956040155,0.6172440783861616,authentic_opposing_information,100,TSEvo'>
4,0.5555428489394102,0.6484758199573208,authentic_opposing_information,100,TSEvo'>
5,0.5661170333279155,0.6176603594181882,authentic_opposing_information,100,TSEvo'>
6,0.7620809058629476,0.7938105191533005,authentic_opposing_information,100,TSEvo'>
7,0.75369940016533,0.8501113510353084,authentic_opposing_information,100,TSEvo'>
8,0.5459816605910705,0.5924151328905564,authentic_opposing_information,100,TSEvo'>
9,0.5051199444091568,0.5522833459808009,authentic_opposing_information,100,TSEvo'>
10,0.7132860719572971,0.7911788562842436,authentic_opposing_information,100,TSEvo'>
11,0.5095521345266627,0.5799279085376066,authentic_opposing_information,100,TSEvo'>
12,0.7064937953857184,0.7404908352537352,authentic_opposing_information,100,TSEvo'>
13,0.6163173022007428,0.6858065855305585,authentic_opposing_information,100,TSEvo'>
14,0.43490707884004703,0.4810316260320017,authentic_opposing_information,100,TSEvo'>
15,0.789485897506838,0.9496310313931643,authentic_opposing_information,100,TSEvo'>
16,0.47665670136356797,0.5055451063790778,authentic_opposing_information,100,TSEvo'>
17,0.5324153835382179,0.6032630986028019,authentic_opposing_information,100,TSEvo'>
18,0.49663949515269534,0.5621821711774828,authentic_opposing_information,100,TSEvo'>
19,0.7547125852916141,0.7745903469588956,authentic_opposing_information,100,TSEvo'>
