,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.4384961235409467,0.4482523731675706,50,NG,dtw,500,1,NativeGuideCF'>
1,0.2739062212486834,0.2749858537255895,50,NG,dtw,500,1,NativeGuideCF'>
2,0.3954772560069586,0.4207956501980872,50,NG,dtw,500,1,NativeGuideCF'>
3,0.36124759626197467,0.37153587063560195,50,NG,dtw,500,1,NativeGuideCF'>
4,0.33233565784919117,0.343731050642168,50,NG,dtw,500,1,NativeGuideCF'>
5,0.4205465477767779,0.4468562941541423,50,NG,dtw,500,1,NativeGuideCF'>
6,0.3834301200416573,0.3999096416775309,50,NG,dtw,500,1,NativeGuideCF'>
7,0.4093243313968934,0.42250618641780213,50,NG,dtw,500,1,NativeGuideCF'>
8,0.3940994872437694,0.4034873577962091,50,NG,dtw,500,1,NativeGuideCF'>
9,0.36844296844753865,0.3820606358957085,50,NG,dtw,500,1,NativeGuideCF'>
10,0.31648103925797433,0.3263134558148026,50,NG,dtw,500,1,NativeGuideCF'>
11,0.2900620637659859,0.29230615130551446,50,NG,dtw,500,1,NativeGuideCF'>
12,0.36053767776576423,0.38360822002431894,50,NG,dtw,500,1,NativeGuideCF'>
13,0.3114406852449477,0.3257014371856026,50,NG,dtw,500,1,NativeGuideCF'>
14,0.4752435255950691,0.48414618814117455,50,NG,dtw,500,1,NativeGuideCF'>
15,0.34797728276963624,0.3529372690263206,50,NG,dtw,500,1,NativeGuideCF'>
16,0.4181065730083908,0.42444773699842403,50,NG,dtw,500,1,NativeGuideCF'>
17,0.5535923432744692,0.5573382283849504,50,NG,dtw,500,1,NativeGuideCF'>
18,0.39989605357207264,0.44483431880889734,50,NG,dtw,500,1,NativeGuideCF'>
19,0.6107379408266749,0.6290287569524063,50,NG,dtw,500,1,NativeGuideCF'>
