,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.6374908972399335,0.6851164129435231,authentic_opposing_information,100,TSEvo'>
1,0.39672491502718543,0.45302745305887165,authentic_opposing_information,100,TSEvo'>
2,0.41625458973471,0.5371795837018504,authentic_opposing_information,100,TSEvo'>
3,0.8055992779799709,0.9586377748628431,authentic_opposing_information,100,TSEvo'>
4,0.43354724739611267,0.512118395009177,authentic_opposing_information,100,TSEvo'>
5,0.5411648018987465,0.6107195010804314,authentic_opposing_information,100,TSEvo'>
6,0.4286585897327283,0.48291249745738934,authentic_opposing_information,100,TSEvo'>
7,0.7972385132396115,0.8861637422784877,authentic_opposing_information,100,TSEvo'>
8,0.6376680379308414,0.750667193472584,authentic_opposing_information,100,TSEvo'>
9,0.6105251847317866,0.6935619207502307,authentic_opposing_information,100,TSEvo'>
10,0.4373057302980995,0.5208303726470219,authentic_opposing_information,100,TSEvo'>
11,0.6851301983744038,0.7382477370939976,authentic_opposing_information,100,TSEvo'>
12,0.39842388664716416,0.4566566695656802,authentic_opposing_information,100,TSEvo'>
13,0.6457484796440998,0.7493855909644392,authentic_opposing_information,100,TSEvo'>
14,0.7927644480734914,0.8885387919042509,authentic_opposing_information,100,TSEvo'>
15,0.7600563693766185,0.8395920635395482,authentic_opposing_information,100,TSEvo'>
16,0.7623860174437945,0.8579918523234609,authentic_opposing_information,100,TSEvo'>
17,0.7694356208955612,0.8841822271986338,authentic_opposing_information,100,TSEvo'>
18,0.5342341083493579,0.6202008634495515,authentic_opposing_information,100,TSEvo'>
19,0.6258004810894451,0.6681140679078974,authentic_opposing_information,100,TSEvo'>
