,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.5864677258173058,0.6672907720857757,SG,False,Saliency_PTY'>
1,0.502522339163511,0.7747259014440888,SG,False,Saliency_PTY'>
2,0.7647965383608901,0.8815198177601887,SG,False,Saliency_PTY'>
3,0.5141703667708591,0.6297444455915491,SG,False,Saliency_PTY'>
4,0.4359101361987898,0.5617883542631873,SG,False,Saliency_PTY'>
5,0.4980785836065831,0.5913827135608214,SG,False,Saliency_PTY'>
6,0.6647025051126798,1.011860953457225,SG,False,Saliency_PTY'>
7,0.5840762526654649,0.932365848561444,SG,False,Saliency_PTY'>
8,0.5814107144032337,0.8071962705765692,SG,False,Saliency_PTY'>
9,0.483648800317542,0.6584132805254815,SG,False,Saliency_PTY'>
10,0.609561431391575,0.7043644322066186,SG,False,Saliency_PTY'>
11,0.4555009587403897,0.6272224275916164,SG,False,Saliency_PTY'>
12,0.557092575843574,0.7065447895113562,SG,False,Saliency_PTY'>
13,0.5748648840866173,0.8356494686251527,SG,False,Saliency_PTY'>
14,0.5618075770542145,0.7208456179711675,SG,False,Saliency_PTY'>
15,0.5161635781680642,0.6953474944489585,SG,False,Saliency_PTY'>
16,0.4893236013299407,0.6083070284562673,SG,False,Saliency_PTY'>
17,0.7073435940493396,1.085228155550398,SG,False,Saliency_PTY'>
18,0.47809178918909023,0.7622962246751246,SG,False,Saliency_PTY'>
19,0.5890752055039206,0.7697031577712115,SG,False,Saliency_PTY'>
