,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.024862968923314004,0.024862968923314,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.15555492791478645,0.195503871203837,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.0909203325961305,0.10250901993841774,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.10005681769005355,0.1594373298035306,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.05487007150037941,0.054974389396477245,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.03604882564353788,0.08755644532542728,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.04607006697204257,0.10034772316800984,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.04445216582093396,0.10692044116972152,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.09165988092886686,0.10113324153573126,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.16525681574995438,0.21341240997999075,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.02498934515382216,0.1152532443978129,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.05263663204239374,0.05263663204239374,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.038695654742522304,0.03869565474252229,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.03630557461761709,0.03630557461761709,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.06654682532878228,0.06654682553606826,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.018103835582356058,0.0693624547129341,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.042339071135202945,0.04233907113520294,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.14253185560698123,0.20038353661131153,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.021178703340623307,0.021178703340623304,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.03150374916108094,0.2814206574003033,1000,random,uniform,Lime,10,1,LEFTIST'>
