,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.07498549744220578,0.12292826674841195,SG,False,Saliency_PTY'>
1,0.06169501348064606,0.09500716245405162,SG,False,Saliency_PTY'>
2,0.09238374004053493,0.1155403601876257,SG,False,Saliency_PTY'>
3,0.06807890492830788,0.10860899221921326,SG,False,Saliency_PTY'>
4,0.08712637304856494,0.14359278017421553,SG,False,Saliency_PTY'>
5,0.11173404225819446,0.15700558482693552,SG,False,Saliency_PTY'>
6,0.07632244592848625,0.10699445678160259,SG,False,Saliency_PTY'>
7,0.08846323423746208,0.1345170042678386,SG,False,Saliency_PTY'>
8,0.09621596982004779,0.15314503743061972,SG,False,Saliency_PTY'>
9,0.08358034236319163,0.12794447844964366,SG,False,Saliency_PTY'>
10,0.16763940873808902,0.1904503761776405,SG,False,Saliency_PTY'>
11,0.085596695501016,0.1475869514323094,SG,False,Saliency_PTY'>
12,0.09771950569766963,0.1479614708471392,SG,False,Saliency_PTY'>
13,0.10630283077683385,0.20474707134695866,SG,False,Saliency_PTY'>
14,0.05690837026583719,0.11788297155002271,SG,False,Saliency_PTY'>
15,0.11929053353428246,0.1778746463053383,SG,False,Saliency_PTY'>
16,0.12624299619014284,0.16289947225210813,SG,False,Saliency_PTY'>
17,0.09414846936636466,0.13861491153646452,SG,False,Saliency_PTY'>
18,0.10423627033874319,0.16114715201202856,SG,False,Saliency_PTY'>
19,0.12715841415000867,0.1608667216347525,SG,False,Saliency_PTY'>
