,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,150324094661.63528,4.465546079673521,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,0.8223886603861701,1.0412248904650185,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,0.7034166562565056,0.7657200364562129,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,1.2963355796018208,1.2879659477149834,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,0.6902688350486946,1.4206703683077184,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,57953097723.646866,1955220633918.4485,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,0.5261818871902346,0.6390664160028958,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,341026082844.9481,1.516206141053443,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,0.5538795977558107,0.5901944802645291,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,0.5712172615554628,1.0096043628481828,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,552709813791.9329,2712281739553.1436,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,185324312961.30292,4.66778014180542,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,0.8974014537304926,1.2731394154215256,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,401842117140.70056,838717396159.2498,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,0.7345475803775934,2.3192601035272973,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,230892770983.04767,2330873382814.1704,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,1.125163239077024,2.322969696067954,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,0.5825730101003257,0.6357012914708995,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,395016833075.8845,3525064053163.819,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,213796167520.9115,1.2777240108399899,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
