,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.924306307832931,1.063523708227675,GS,True,Saliency_PTY'>
1,0.9377353513082676,1.042157411793039,GS,True,Saliency_PTY'>
2,0.8892973962314196,0.9606648884801011,GS,True,Saliency_PTY'>
3,0.914535763169502,1.0319910929547729,GS,True,Saliency_PTY'>
4,0.9380880871471329,1.0576031332976872,GS,True,Saliency_PTY'>
5,0.9369141512869993,1.0337117715839452,GS,True,Saliency_PTY'>
6,0.9217110476465435,1.1120501890026488,GS,True,Saliency_PTY'>
7,0.9027685220083758,1.0283820436246858,GS,True,Saliency_PTY'>
8,1.0674827137807887,1.2708929350737972,GS,True,Saliency_PTY'>
9,0.9474612501971782,1.1257136933858214,GS,True,Saliency_PTY'>
10,1.103092313128116,1.2482942009868556,GS,True,Saliency_PTY'>
11,0.9776486387264122,1.1929413088773044,GS,True,Saliency_PTY'>
12,0.8743151890526588,1.0016953733983354,GS,True,Saliency_PTY'>
13,0.9699966893761948,1.1099670875599994,GS,True,Saliency_PTY'>
14,0.907627550886558,1.0737607655409076,GS,True,Saliency_PTY'>
15,0.9233997933170437,1.0398416479243804,GS,True,Saliency_PTY'>
16,1.0138992890965342,1.251904931181947,GS,True,Saliency_PTY'>
17,1.1608358460084933,1.4774994703288111,GS,True,Saliency_PTY'>
18,0.930912251781497,1.1504187761692874,GS,True,Saliency_PTY'>
19,1.0076819463256297,1.1610341355464833,GS,True,Saliency_PTY'>
