,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.5384921486587518,0.7522928513953844,FO,False,Saliency_PTY'>
1,0.34436939776355896,0.4380546467029239,FO,False,Saliency_PTY'>
2,0.3444436969735501,0.42389037658915607,FO,False,Saliency_PTY'>
3,0.5285034067600425,0.6922214963678135,FO,False,Saliency_PTY'>
4,0.20358808756821042,0.4141763454822645,FO,False,Saliency_PTY'>
5,0.3595751011877658,0.45341806112180827,FO,False,Saliency_PTY'>
6,0.7065934046870213,0.8395809047776921,FO,False,Saliency_PTY'>
7,0.643615226580699,0.8200012151858516,FO,False,Saliency_PTY'>
8,0.7018094248673036,0.8596331986299223,FO,False,Saliency_PTY'>
9,0.1741348636100652,0.3490258617645548,FO,False,Saliency_PTY'>
10,0.48872083360992935,0.6061564546141579,FO,False,Saliency_PTY'>
11,0.3005501982632522,0.41476515749096304,FO,False,Saliency_PTY'>
12,0.32579413245874156,0.45334856359091213,FO,False,Saliency_PTY'>
13,0.3169524226816324,0.40264169304662595,FO,False,Saliency_PTY'>
14,0.36201137672018113,0.4306448933993549,FO,False,Saliency_PTY'>
15,0.45037407501384685,0.48322951836280237,FO,False,Saliency_PTY'>
16,0.5581170061973411,0.7140197292093418,FO,False,Saliency_PTY'>
17,0.5737304884087637,0.705345350085394,FO,False,Saliency_PTY'>
18,0.3816176805520352,0.4455301972017024,FO,False,Saliency_PTY'>
19,0.318366652196563,0.3723245717369145,FO,False,Saliency_PTY'>
