,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.1925604002645961,0.23534831569055042,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.04633990248952533,0.046351406128785695,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.05407545339857276,0.05414004492057512,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.06324688183890548,0.06324687896782526,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.05811444742195494,0.05834418755754144,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.04434063294904667,0.04434149168240162,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.05356413164907779,0.05356413303099549,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.0886385998843539,0.151047949049666,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.06221051973741106,0.062454512414732176,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.06346824002299975,0.06346824034164443,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.12716832856980015,0.23144630698442584,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.07366732642294457,0.10171222881048532,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.16698993958503267,0.21229163022971415,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.15744831980685142,0.1978506037553502,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.050969681669104115,0.05097682808953579,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.048650589120642025,0.09653679005921766,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.04449601904505364,0.044505719507773676,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.05146797884609237,0.05147084659778259,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.059352546275103925,0.05935397951233943,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.145785341886597,0.18576703036890865,1000,random,uniform,Lime,10,1,LEFTIST'>
