,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.3219977487092641,0.5874061413561822,GRAD,False,Saliency_PTY'>
1,0.13243794960283767,0.16706388542904757,GRAD,False,Saliency_PTY'>
2,0.14033083506334493,0.2182037366414144,GRAD,False,Saliency_PTY'>
3,0.22295809943765788,0.2010256061711838,GRAD,False,Saliency_PTY'>
4,0.3467021623581693,0.5187759991283908,GRAD,False,Saliency_PTY'>
5,0.3237088877159891,0.8918876936369465,GRAD,False,Saliency_PTY'>
6,0.17945223948506325,0.3879266410233948,GRAD,False,Saliency_PTY'>
7,0.2620688638497158,0.8087356246586052,GRAD,False,Saliency_PTY'>
8,0.31061510094173184,1.0052918611143151,GRAD,False,Saliency_PTY'>
9,0.32093293530677125,0.7760905224423841,GRAD,False,Saliency_PTY'>
10,0.25501108640739834,0.6895859962279984,GRAD,False,Saliency_PTY'>
11,0.24870698686595025,0.4518071773021526,GRAD,False,Saliency_PTY'>
12,0.19350962437081248,0.9228358570559133,GRAD,False,Saliency_PTY'>
13,0.07870272040951976,0.10955424569650685,GRAD,False,Saliency_PTY'>
14,0.2849279826157066,0.8833314643498866,GRAD,False,Saliency_PTY'>
15,0.36010487304529243,0.9258521676236444,GRAD,False,Saliency_PTY'>
16,0.17964193419270133,0.3025690209152707,GRAD,False,Saliency_PTY'>
17,0.24868199341625158,0.49262118341044714,GRAD,False,Saliency_PTY'>
18,0.21868524795329053,0.7217912685942833,GRAD,False,Saliency_PTY'>
19,0.17844007704248527,0.36521937375690633,GRAD,False,Saliency_PTY'>
