,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.7466341074603282,0.8150508736721379,authentic_opposing_information,100,TSEvo'>
1,0.7384354664520145,0.8107309048743998,authentic_opposing_information,100,TSEvo'>
2,0.8121792466172251,0.8692719925457562,authentic_opposing_information,100,TSEvo'>
3,0.5558293799825929,0.6228386156514498,authentic_opposing_information,100,TSEvo'>
4,0.5719361099774736,0.6269687040228447,authentic_opposing_information,100,TSEvo'>
5,0.5523500341484591,0.6247268459540775,authentic_opposing_information,100,TSEvo'>
6,0.5674783881266517,0.6305789076129404,authentic_opposing_information,100,TSEvo'>
7,0.7974028640763458,0.890508890603104,authentic_opposing_information,100,TSEvo'>
8,0.7995919236234459,0.8565713531756477,authentic_opposing_information,100,TSEvo'>
9,0.6708014729107707,0.7897345409923041,authentic_opposing_information,100,TSEvo'>
10,0.5351860377370311,0.6007352480893953,authentic_opposing_information,100,TSEvo'>
11,0.5464153858319205,0.5913593333358366,authentic_opposing_information,100,TSEvo'>
12,0.7091340130130369,0.7881510090108956,authentic_opposing_information,100,TSEvo'>
13,0.5613249362963106,0.6207782226732701,authentic_opposing_information,100,TSEvo'>
14,0.535705502976765,0.5875088570545274,authentic_opposing_information,100,TSEvo'>
15,0.661757603298465,0.6981783793567098,authentic_opposing_information,100,TSEvo'>
16,0.7189077868638705,0.8881116282190535,authentic_opposing_information,100,TSEvo'>
17,0.60306725801215,0.6730220332950254,authentic_opposing_information,100,TSEvo'>
18,0.6069144560124137,0.6388346871859415,authentic_opposing_information,100,TSEvo'>
19,0.5864193225696754,0.7071722350005716,authentic_opposing_information,100,TSEvo'>
