,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.6415004068587667,0.7537797189664682,authentic_opposing_information,100,TSEvo'>
1,0.6462307108830468,0.7097020298735192,authentic_opposing_information,100,TSEvo'>
2,0.5200456587830533,0.5864780732605388,authentic_opposing_information,100,TSEvo'>
3,0.757954375780958,0.9522283357667953,authentic_opposing_information,100,TSEvo'>
4,0.7185382413985634,0.882938635860504,authentic_opposing_information,100,TSEvo'>
5,1.1645281129185263,1.3136420095677461,authentic_opposing_information,100,TSEvo'>
6,0.7777571829451685,0.8567656597243175,authentic_opposing_information,100,TSEvo'>
7,0.49355322213951147,0.5798142056224722,authentic_opposing_information,100,TSEvo'>
8,0.5945669180609288,0.7125015204199364,authentic_opposing_information,100,TSEvo'>
9,0.6950033724717417,0.7661207113696794,authentic_opposing_information,100,TSEvo'>
10,0.5744613118098247,0.6916958881928422,authentic_opposing_information,100,TSEvo'>
11,0.504050292266514,0.5999753764708966,authentic_opposing_information,100,TSEvo'>
12,0.5404036247688948,0.6054506046474369,authentic_opposing_information,100,TSEvo'>
13,0.7927400089609731,0.9408648546794242,authentic_opposing_information,100,TSEvo'>
14,0.45734738160316446,0.4847872650007869,authentic_opposing_information,100,TSEvo'>
15,0.691954292796733,0.7925537246063376,authentic_opposing_information,100,TSEvo'>
16,0.5796329171186769,0.6236017747706865,authentic_opposing_information,100,TSEvo'>
17,0.4889932965445686,0.5410308640311816,authentic_opposing_information,100,TSEvo'>
18,0.5234220987626924,0.5971494281930066,authentic_opposing_information,100,TSEvo'>
19,0.42812366860910134,0.4814663602226061,authentic_opposing_information,100,TSEvo'>
