,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.06721309899530284,0.06721309899530284,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.07373795958027897,0.07373795958027897,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.06664909102437563,0.06664909102437566,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.14333908221453964,0.2338642638989233,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.07386273263777188,0.07386273263777188,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.20115264312331615,0.2840737944319421,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.07708276424404592,0.15501849429256676,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.05160023560387413,0.1278640002350739,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.044527475486094155,0.044527475486094155,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.06120518581161412,0.14474607514625593,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.07646162761437117,0.1649495797218398,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.2439832659405469,0.31658902190704474,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.05163258000212521,0.0516325800021252,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.05919083286636049,0.05919083286636051,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.03414800154179047,0.11713442197096627,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.05114449764115967,0.13570103600231673,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.07705633065913761,0.0770563306591376,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.1801681288902722,0.2804127376242163,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.08969771434413197,0.19367309167559965,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.06939189161701378,0.0693918916170138,1000,random,uniform,Lime,10,1,LEFTIST'>
