,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.9499238556372098,1.1006450647445816,FO,True,Saliency_PTY'>
1,0.573290082546875,0.6807990746125626,FO,True,Saliency_PTY'>
2,0.6321377711358896,0.7463090302365167,FO,True,Saliency_PTY'>
3,0.901612054904,1.199426250470015,FO,True,Saliency_PTY'>
4,0.6073499125882,0.737654172794297,FO,True,Saliency_PTY'>
5,0.48313640042406486,0.5898711913031914,FO,True,Saliency_PTY'>
6,0.8842423619295886,1.1967887462812274,FO,True,Saliency_PTY'>
7,1.022822366794536,1.3190062546710204,FO,True,Saliency_PTY'>
8,1.0040855775711233,1.2398307793334495,FO,True,Saliency_PTY'>
9,0.6650610776758646,0.7667534100699274,FO,True,Saliency_PTY'>
10,0.8137595331725505,1.0812632987119775,FO,True,Saliency_PTY'>
11,0.6316860212300752,0.7465177802761385,FO,True,Saliency_PTY'>
12,0.3490961876112057,0.49620381467423885,FO,True,Saliency_PTY'>
13,0.3811765041567786,0.5155376083689491,FO,True,Saliency_PTY'>
14,0.46559682567033905,0.600037117613107,FO,True,Saliency_PTY'>
15,0.6153403407826826,0.6962107590628294,FO,True,Saliency_PTY'>
16,1.0503381818341453,1.114780403313196,FO,True,Saliency_PTY'>
17,0.9597413230554366,1.1223233175291023,FO,True,Saliency_PTY'>
18,0.552752987431189,0.6542211338699266,FO,True,Saliency_PTY'>
19,0.61182141325922,0.8015781255818818,FO,True,Saliency_PTY'>
