,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,1.1135305188830464,1.2038776226726136,authentic_opposing_information,100,TSEvo'>
1,0.5648911003112812,0.6419023984536585,authentic_opposing_information,100,TSEvo'>
2,0.5728823517420384,0.6316742695370205,authentic_opposing_information,100,TSEvo'>
3,1.117493292169181,1.3893529366430022,authentic_opposing_information,100,TSEvo'>
4,0.6197964767260613,0.6856033829493975,authentic_opposing_information,100,TSEvo'>
5,0.9664398449151875,1.0796910144009346,authentic_opposing_information,100,TSEvo'>
6,0.4440614601839702,0.47041707800399585,authentic_opposing_information,100,TSEvo'>
7,1.0546699349780275,1.0974920995050275,authentic_opposing_information,100,TSEvo'>
8,0.4952563092431134,0.5101171395770334,authentic_opposing_information,100,TSEvo'>
9,1.0171477070099098,1.1155375107638488,authentic_opposing_information,100,TSEvo'>
10,0.9015697016137562,0.9689437884783002,authentic_opposing_information,100,TSEvo'>
11,0.5815410954694988,0.6306418550818117,authentic_opposing_information,100,TSEvo'>
12,0.5866979734553307,0.6720797105090685,authentic_opposing_information,100,TSEvo'>
13,0.6235891102308683,0.6731092150866798,authentic_opposing_information,100,TSEvo'>
14,0.508035779306741,0.5222291497677403,authentic_opposing_information,100,TSEvo'>
15,0.6146022374354427,0.6782481354149377,authentic_opposing_information,100,TSEvo'>
16,0.4686657164307161,0.48880584948614764,authentic_opposing_information,100,TSEvo'>
17,1.0588708239916536,1.2625280202941709,authentic_opposing_information,100,TSEvo'>
18,0.9687918372056906,1.1468284666864663,authentic_opposing_information,100,TSEvo'>
19,1.0504409092396951,1.241861969423251,authentic_opposing_information,100,TSEvo'>
