,complexity,transformer,epochs,explanation
0,7.665434455167455,authentic_opposing_information,100,TSEvo'>
1,7.628069004852038,authentic_opposing_information,100,TSEvo'>
2,7.650721825844245,authentic_opposing_information,100,TSEvo'>
3,7.608549649256561,authentic_opposing_information,100,TSEvo'>
4,7.625067836367856,authentic_opposing_information,100,TSEvo'>
5,7.608604950334771,authentic_opposing_information,100,TSEvo'>
6,7.617248891709205,authentic_opposing_information,100,TSEvo'>
7,7.683729669725991,authentic_opposing_information,100,TSEvo'>
8,7.6658470916240695,authentic_opposing_information,100,TSEvo'>
9,7.683158873449882,authentic_opposing_information,100,TSEvo'>
10,7.6130236191482,authentic_opposing_information,100,TSEvo'>
11,7.610583152377214,authentic_opposing_information,100,TSEvo'>
12,7.614497079733356,authentic_opposing_information,100,TSEvo'>
13,7.6759940085028635,authentic_opposing_information,100,TSEvo'>
14,7.6201759981515345,authentic_opposing_information,100,TSEvo'>
15,7.61460950589222,authentic_opposing_information,100,TSEvo'>
16,7.617665616578435,authentic_opposing_information,100,TSEvo'>
17,7.666715716191323,authentic_opposing_information,100,TSEvo'>
18,7.677762720094386,authentic_opposing_information,100,TSEvo'>
19,7.669740391268635,authentic_opposing_information,100,TSEvo'>
