,complexity,method,tsr,explanation
0,7.191291800595989,SG,False,Saliency_PTY'>
1,6.438906121612768,SG,False,Saliency_PTY'>
2,7.216526091618651,SG,False,Saliency_PTY'>
3,6.797399969127466,SG,False,Saliency_PTY'>
4,6.979017883113668,SG,False,Saliency_PTY'>
5,7.3128159769032335,SG,False,Saliency_PTY'>
6,7.3159066811238205,SG,False,Saliency_PTY'>
7,7.5304383948564935,SG,False,Saliency_PTY'>
8,6.347962488792687,SG,False,Saliency_PTY'>
9,7.344145502844681,SG,False,Saliency_PTY'>
10,6.729738040751828,SG,False,Saliency_PTY'>
11,7.356872180826462,SG,False,Saliency_PTY'>
12,7.293224421622015,SG,False,Saliency_PTY'>
13,7.152339657031911,SG,False,Saliency_PTY'>
14,6.779745172049812,SG,False,Saliency_PTY'>
15,6.267057576785556,SG,False,Saliency_PTY'>
16,6.955758264824831,SG,False,Saliency_PTY'>
17,7.504426536199101,SG,False,Saliency_PTY'>
18,6.572231457103264,SG,False,Saliency_PTY'>
19,6.3565353273526455,SG,False,Saliency_PTY'>
