,complexity,transformer,epochs,explanation
0,7.553959954895015,authentic_opposing_information,100,TSEvo'>
1,7.548566279565583,authentic_opposing_information,100,TSEvo'>
2,7.604819945280298,authentic_opposing_information,100,TSEvo'>
3,7.63612456573815,authentic_opposing_information,100,TSEvo'>
4,7.625251242487496,authentic_opposing_information,100,TSEvo'>
5,7.574632876262017,authentic_opposing_information,100,TSEvo'>
6,7.628359293238594,authentic_opposing_information,100,TSEvo'>
7,7.584806667609259,authentic_opposing_information,100,TSEvo'>
8,7.562340186851143,authentic_opposing_information,100,TSEvo'>
9,7.624769739072598,authentic_opposing_information,100,TSEvo'>
10,7.701228060250748,authentic_opposing_information,100,TSEvo'>
11,7.66122086013425,authentic_opposing_information,100,TSEvo'>
12,7.6101662145685305,authentic_opposing_information,100,TSEvo'>
13,7.669426032806339,authentic_opposing_information,100,TSEvo'>
14,7.693046511468633,authentic_opposing_information,100,TSEvo'>
15,7.526056103137067,authentic_opposing_information,100,TSEvo'>
16,7.529271446507979,authentic_opposing_information,100,TSEvo'>
17,7.549700581355134,authentic_opposing_information,100,TSEvo'>
18,7.586615472672989,authentic_opposing_information,100,TSEvo'>
19,7.555197995882617,authentic_opposing_information,100,TSEvo'>
