,complexity,method,tsr,explanation
0,6.337058148003505,GRAD,True,Saliency_PTY'>
1,6.750397052521596,GRAD,True,Saliency_PTY'>
2,6.610091360178773,GRAD,True,Saliency_PTY'>
3,6.124955432589955,GRAD,True,Saliency_PTY'>
4,6.409741815647954,GRAD,True,Saliency_PTY'>
5,5.275080814399854,GRAD,True,Saliency_PTY'>
6,3.293661245586023,GRAD,True,Saliency_PTY'>
7,6.916922224747177,GRAD,True,Saliency_PTY'>
8,5.630790281139925,GRAD,True,Saliency_PTY'>
9,6.579634619451818,GRAD,True,Saliency_PTY'>
10,6.299973398116884,GRAD,True,Saliency_PTY'>
11,6.447543199864285,GRAD,True,Saliency_PTY'>
12,6.322271917307582,GRAD,True,Saliency_PTY'>
13,6.719927916847413,GRAD,True,Saliency_PTY'>
14,6.6385934912398366,GRAD,True,Saliency_PTY'>
15,6.800686658531297,GRAD,True,Saliency_PTY'>
16,6.298804324954331,GRAD,True,Saliency_PTY'>
17,5.781402166426887,GRAD,True,Saliency_PTY'>
18,6.412068898592344,GRAD,True,Saliency_PTY'>
19,6.653692725094148,GRAD,True,Saliency_PTY'>
