,complexity,method,tsr,explanation
0,3.7723493147469895,GS,True,Saliency_PTY'>
1,5.693184359397276,GS,True,Saliency_PTY'>
2,3.8507932466602597,GS,True,Saliency_PTY'>
3,5.614026947278109,GS,True,Saliency_PTY'>
4,2.66873928392235,GS,True,Saliency_PTY'>
5,3.92796971704819,GS,True,Saliency_PTY'>
6,6.336626322733691,GS,True,Saliency_PTY'>
7,4.507941365417138,GS,True,Saliency_PTY'>
8,3.750160995071932,GS,True,Saliency_PTY'>
9,2.4555424957173355,GS,True,Saliency_PTY'>
10,2.544160774716177,GS,True,Saliency_PTY'>
11,4.606924296870066,GS,True,Saliency_PTY'>
12,4.027831073984977,GS,True,Saliency_PTY'>
13,5.533001185544313,GS,True,Saliency_PTY'>
14,4.620007588542065,GS,True,Saliency_PTY'>
15,3.996335146835144,GS,True,Saliency_PTY'>
16,5.90586717609494,GS,True,Saliency_PTY'>
17,5.216572737603146,GS,True,Saliency_PTY'>
18,7.283018939143348,GS,True,Saliency_PTY'>
19,3.8920080480882397,GS,True,Saliency_PTY'>
