,complexity,method,tsr,explanation
0,7.279858520327405,SG,True,Saliency_PTY'>
1,7.164105733431423,SG,True,Saliency_PTY'>
2,7.204244250928701,SG,True,Saliency_PTY'>
3,7.1322283394449215,SG,True,Saliency_PTY'>
4,7.187889029347286,SG,True,Saliency_PTY'>
5,7.140821759972411,SG,True,Saliency_PTY'>
6,7.12988456539709,SG,True,Saliency_PTY'>
7,7.1591977512889375,SG,True,Saliency_PTY'>
8,7.209826366030347,SG,True,Saliency_PTY'>
9,7.260372247926972,SG,True,Saliency_PTY'>
10,7.206307001521436,SG,True,Saliency_PTY'>
11,7.10769403685522,SG,True,Saliency_PTY'>
12,7.220679836348948,SG,True,Saliency_PTY'>
13,7.018480077619073,SG,True,Saliency_PTY'>
14,7.1953384751861655,SG,True,Saliency_PTY'>
15,7.160981212674815,SG,True,Saliency_PTY'>
16,7.151186724509493,SG,True,Saliency_PTY'>
17,7.225694009084502,SG,True,Saliency_PTY'>
18,7.117054003350338,SG,True,Saliency_PTY'>
19,7.222658257489691,SG,True,Saliency_PTY'>
