,complexity,method,tsr,explanation
0,7.560764243945306,GRAD,False,Saliency_PTY'>
1,7.578617379425063,GRAD,False,Saliency_PTY'>
2,6.7258457519826775,GRAD,False,Saliency_PTY'>
3,7.323651150990871,GRAD,False,Saliency_PTY'>
4,6.5329656238049,GRAD,False,Saliency_PTY'>
5,7.428065652585133,GRAD,False,Saliency_PTY'>
6,6.149014707158143,GRAD,False,Saliency_PTY'>
7,7.392820453847401,GRAD,False,Saliency_PTY'>
8,6.895334867791904,GRAD,False,Saliency_PTY'>
9,7.48025939791583,GRAD,False,Saliency_PTY'>
10,7.527748491869522,GRAD,False,Saliency_PTY'>
11,7.415849991180108,GRAD,False,Saliency_PTY'>
12,7.5516711256612155,GRAD,False,Saliency_PTY'>
13,7.4696762879406915,GRAD,False,Saliency_PTY'>
14,5.824552086852242,GRAD,False,Saliency_PTY'>
15,7.184312601095496,GRAD,False,Saliency_PTY'>
16,7.474350096173384,GRAD,False,Saliency_PTY'>
17,7.450992190691683,GRAD,False,Saliency_PTY'>
18,6.290404434378164,GRAD,False,Saliency_PTY'>
19,7.560161816048383,GRAD,False,Saliency_PTY'>
