,complexity,method,tsr,explanation
0,,FO,True,Saliency_PTY'>
1,0.0,FO,True,Saliency_PTY'>
2,,FO,True,Saliency_PTY'>
3,,FO,True,Saliency_PTY'>
4,5.36441847743758,FO,True,Saliency_PTY'>
5,,FO,True,Saliency_PTY'>
6,,FO,True,Saliency_PTY'>
7,,FO,True,Saliency_PTY'>
8,,FO,True,Saliency_PTY'>
9,,FO,True,Saliency_PTY'>
10,,FO,True,Saliency_PTY'>
11,,FO,True,Saliency_PTY'>
12,5.42790773906431,FO,True,Saliency_PTY'>
13,,FO,True,Saliency_PTY'>
14,,FO,True,Saliency_PTY'>
15,,FO,True,Saliency_PTY'>
16,,FO,True,Saliency_PTY'>
17,,FO,True,Saliency_PTY'>
18,,FO,True,Saliency_PTY'>
19,,FO,True,Saliency_PTY'>
