,complexity,method,tsr,explanation
0,7.309215041160741,GS,True,Saliency_PTY'>
1,7.205729232104226,GS,True,Saliency_PTY'>
2,7.2451418388065,GS,True,Saliency_PTY'>
3,7.083039934932806,GS,True,Saliency_PTY'>
4,7.21159933114867,GS,True,Saliency_PTY'>
5,7.139052791826836,GS,True,Saliency_PTY'>
6,7.122176784131685,GS,True,Saliency_PTY'>
7,7.24355547958608,GS,True,Saliency_PTY'>
8,7.21041381926926,GS,True,Saliency_PTY'>
9,7.268987050262979,GS,True,Saliency_PTY'>
10,7.288857039515644,GS,True,Saliency_PTY'>
11,7.224859619733179,GS,True,Saliency_PTY'>
12,7.160405526233883,GS,True,Saliency_PTY'>
13,7.2006237429116275,GS,True,Saliency_PTY'>
14,7.237535671639048,GS,True,Saliency_PTY'>
15,7.202951136349231,GS,True,Saliency_PTY'>
16,7.284370576660974,GS,True,Saliency_PTY'>
17,7.245939159180382,GS,True,Saliency_PTY'>
18,7.229284187949718,GS,True,Saliency_PTY'>
19,7.179328451221432,GS,True,Saliency_PTY'>
