,complexity,method,tsr,explanation
0,5.52004028726844,GRAD,False,Saliency_PTY'>
1,5.596377540364381,GRAD,False,Saliency_PTY'>
2,5.694356712925764,GRAD,False,Saliency_PTY'>
3,5.187630972999662,GRAD,False,Saliency_PTY'>
4,5.343881339206694,GRAD,False,Saliency_PTY'>
5,5.110950794873229,GRAD,False,Saliency_PTY'>
6,5.894496159961423,GRAD,False,Saliency_PTY'>
7,3.8896745804174397,GRAD,False,Saliency_PTY'>
8,7.068803663209565,GRAD,False,Saliency_PTY'>
9,5.684109655523754,GRAD,False,Saliency_PTY'>
10,5.14999784651147,GRAD,False,Saliency_PTY'>
11,4.555989008070488,GRAD,False,Saliency_PTY'>
12,5.059358383435141,GRAD,False,Saliency_PTY'>
13,7.096490567573537,GRAD,False,Saliency_PTY'>
14,5.142275043480723,GRAD,False,Saliency_PTY'>
15,4.819358129066243,GRAD,False,Saliency_PTY'>
16,6.736969589396626,GRAD,False,Saliency_PTY'>
17,5.285131922782815,GRAD,False,Saliency_PTY'>
18,4.926093382469687,GRAD,False,Saliency_PTY'>
19,5.137546473692411,GRAD,False,Saliency_PTY'>
