,complexity,method,tsr,explanation
0,4.692119075855988,FO,False,Saliency_PTY'>
1,5.125405223180446,FO,False,Saliency_PTY'>
2,7.305395154941868,FO,False,Saliency_PTY'>
3,7.479060522196855,FO,False,Saliency_PTY'>
4,7.306590808396144,FO,False,Saliency_PTY'>
5,7.366000024630144,FO,False,Saliency_PTY'>
6,7.319971825802831,FO,False,Saliency_PTY'>
7,5.141480242377978,FO,False,Saliency_PTY'>
8,7.158912798854688,FO,False,Saliency_PTY'>
9,7.479914050787716,FO,False,Saliency_PTY'>
10,6.153748633428239,FO,False,Saliency_PTY'>
11,7.481291662456297,FO,False,Saliency_PTY'>
12,6.332481645572914,FO,False,Saliency_PTY'>
13,7.428339288513589,FO,False,Saliency_PTY'>
14,7.390011927206175,FO,False,Saliency_PTY'>
15,7.26220646667919,FO,False,Saliency_PTY'>
16,7.037367345149104,FO,False,Saliency_PTY'>
17,7.406075749475841,FO,False,Saliency_PTY'>
18,6.919190075819547,FO,False,Saliency_PTY'>
19,7.39976029627434,FO,False,Saliency_PTY'>
