,complexity,transformer,epochs,explanation
0,7.58729072176752,authentic_opposing_information,100,TSEvo'>
1,7.603989168689762,authentic_opposing_information,100,TSEvo'>
2,7.585598103215604,authentic_opposing_information,100,TSEvo'>
3,7.602059283857134,authentic_opposing_information,100,TSEvo'>
4,7.5951292184753365,authentic_opposing_information,100,TSEvo'>
5,7.591593861627368,authentic_opposing_information,100,TSEvo'>
6,7.589377230504068,authentic_opposing_information,100,TSEvo'>
7,7.606135933206525,authentic_opposing_information,100,TSEvo'>
8,7.5977901798547265,authentic_opposing_information,100,TSEvo'>
9,7.584309711803224,authentic_opposing_information,100,TSEvo'>
10,7.590447552357478,authentic_opposing_information,100,TSEvo'>
11,7.597299658881499,authentic_opposing_information,100,TSEvo'>
12,7.59788945574186,authentic_opposing_information,100,TSEvo'>
13,7.584010415052542,authentic_opposing_information,100,TSEvo'>
14,7.59928568816207,authentic_opposing_information,100,TSEvo'>
15,7.60914745659384,authentic_opposing_information,100,TSEvo'>
16,7.602676235397306,authentic_opposing_information,100,TSEvo'>
17,7.583655118975246,authentic_opposing_information,100,TSEvo'>
18,7.589840141659707,authentic_opposing_information,100,TSEvo'>
19,7.606701824263957,authentic_opposing_information,100,TSEvo'>
