,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,1927651902768.05,13879998781457.99,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,1600615073299.2363,7022819122796.309,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,236582343083.10092,0.6392596768141556,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,367674624611.8011,1.8489754037341777,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,0.4463099541466578,2.58662673844149,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,0.897257680631467,2.7630006481894753,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,0.5763665131639972,0.7963257735572773,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,180042428023.40732,10088335060302.723,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,266369382955.0407,1.0214555330561985,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,0.7477307043059402,1.6684880642089528,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,0.6090123158678871,0.7279779576192033,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,0.4651286290846449,6280569584722.168,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,337582252764.9076,26128143115258.02,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,302782962943.8533,2.1011558041468383,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,1203244197638.6887,0.5505178940117427,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,0.5998466783834562,0.750677981419002,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,0.64217236665104,1.7555878232959072,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,0.4906042482309386,0.6501353554397972,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,0.7448616891593536,0.8082309240827625,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,989090531180.5642,0.6141224511829398,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
