,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.35218620593559924,0.42182197079210537,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,0.6524042996514376,0.688476683049492,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,0.593355562776032,0.6886410464465317,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,0.44378618167430267,0.4881673890359623,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,0.3545299888181827,0.4109911355809286,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,0.6502656453013054,0.7680986456025086,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,0.38940776811040434,0.45752770270187587,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,0.6047503587186234,0.6458553131389897,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,0.32416663890625963,0.39887343728438135,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,0.3662702661222056,0.42060076266888935,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,0.46833951340290464,0.6195992876618248,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,0.39457472254644316,0.4646024178115479,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,0.38587478149843646,0.46977298387346034,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
13,0.45938301625350964,0.5196244506244844,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
14,0.3859870871336655,0.44970245402293807,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
15,0.4500821540884813,0.5062576975462864,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
16,0.5219116091494009,0.607373813867349,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
17,0.42491786935957165,0.490762473647574,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
18,0.49788921286444615,0.5503969824157532,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
19,0.4749238893126792,0.5486011776965611,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
