,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,65644709737.65548,6335864201990.06,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,13176219502.366852,3.1964348986193762,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,105740711320.19485,0.5456404300918717,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,0.5168301450395049,1.243817138143693,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,207367952287.4059,2.0548578010223952,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,210108491141.60577,1.194300248968006,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,0.4857702295033112,0.6515134466768348,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,0.4834145764537673,0.6164100559564014,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,0.6129308470568605,1.4064850762041545,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,1350178687050.4214,9556710438845.47,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,0.8221393392480248,0.7721405615395422,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,0.7293442606993906,0.8540815983450094,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,0.9011280199711835,392548120071.2273,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,0.610575468265062,1.5019332899844295,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,0.6113909174529021,2.2234047977937337,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,5406625946.42312,4359314687385.426,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,139411897417.67343,1.6100342980083928,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,0.4797791595599639,1.4830369869428093,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,0.7617266260818546,20294583424290.566,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,0.7822987159360013,5198405404197.313,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
