,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,206617258193.99976,3.2366242240980374,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,0.6441472512865511,10.17220809375559,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,0.5074634018064736,1.0358411738183317,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,592954333043.6165,1.700720126865775,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,1.240969174024632,2.6249763839031997,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,0.8999148910969982,5177687409815.605,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,0.6889733236536366,7.303860809350917,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,0.6734763787204597,2.6932726887178235,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,0.6631536149209373,3.8051709978419006,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,324820897403.0287,6301922770473.956,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,144251159034.66644,4744097140399.148,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,0.5547861480117181,0.9212994318779367,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,0.5280220032101542,0.7562510979795253,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,0.7886999804658494,1.6602995722135396,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,0.531172878784731,2.0478717901074153,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,0.6414692993211175,2.704732030263008,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,0.7349811857528079,3.5985993285947466,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,0.5967872802564163,5.316467721359014,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,0.9814384888494017,1.5071596705867674,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,0.5523179826562332,1.3910185134503112,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
