,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.38780114677554123,0.4005262530746257,50,NG,dtw,500,1,NativeGuideCF'>
1,0.44656027692941713,0.48124905570595594,50,NG,dtw,500,1,NativeGuideCF'>
2,0.4454906245938801,0.4511582653483854,50,NG,dtw,500,1,NativeGuideCF'>
3,0.47784556457317817,0.4943977938197958,50,NG,dtw,500,1,NativeGuideCF'>
4,0.38256311595467046,0.39481586711896854,50,NG,dtw,500,1,NativeGuideCF'>
5,0.4185731142508432,0.4420098469794162,50,NG,dtw,500,1,NativeGuideCF'>
6,0.46400519139203117,0.49275680927072674,50,NG,dtw,500,1,NativeGuideCF'>
7,0.4537541869044244,0.469651451982308,50,NG,dtw,500,1,NativeGuideCF'>
8,0.45002214804509866,0.4595233115430851,50,NG,dtw,500,1,NativeGuideCF'>
9,0.4976228974764133,0.5124570108493863,50,NG,dtw,500,1,NativeGuideCF'>
10,0.43911403353238887,0.45483129023044394,50,NG,dtw,500,1,NativeGuideCF'>
11,0.466604462011763,0.49243043321484714,50,NG,dtw,500,1,NativeGuideCF'>
12,0.47547311348771215,0.4870990598490141,50,NG,dtw,500,1,NativeGuideCF'>
13,0.4856944723342675,0.49554421594221804,50,NG,dtw,500,1,NativeGuideCF'>
14,0.40603749262547834,0.40793072202497,50,NG,dtw,500,1,NativeGuideCF'>
15,0.4935170201815652,0.5007299065215769,50,NG,dtw,500,1,NativeGuideCF'>
16,0.4511895140996459,0.4755227942667212,50,NG,dtw,500,1,NativeGuideCF'>
17,0.3993731816256624,0.416757734160847,50,NG,dtw,500,1,NativeGuideCF'>
18,0.3490289448925719,0.36560392367830086,50,NG,dtw,500,1,NativeGuideCF'>
19,0.46425604689408556,0.4811918976079374,50,NG,dtw,500,1,NativeGuideCF'>
