,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.2831172833080483,0.4999420850278672,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.42984380461457655,0.5113154415589931,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.24899681971720528,0.3503094083296668,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.09778349334788715,0.24190378490601994,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.2836205653417525,0.332417542122435,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.1940667568141578,0.20598785368222153,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.3019138654055558,0.45586154512103355,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.31417733886923294,0.4519950709460873,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.168368896587125,0.16836889658712498,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.45188325184133965,0.6473292089744932,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.1262427335465653,0.12620609786623668,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.21653518049526982,0.2170502903967947,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.1729645610385632,0.1729645610510265,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.19640993332166246,0.19696757021277142,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.19160118787429745,0.1927750447560155,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.2164104943236051,0.22422924676746367,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.3585776404818954,0.5479993071236009,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.16081229042550704,0.16081229042550702,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.22900009836018348,0.22913082574956534,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.46639445755460696,0.5750898199688919,1000,random,uniform,Lime,10,1,LEFTIST'>
