,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.0007767971314873803,0.0015881004118148854,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.0005310263222811677,0.001129988987259266,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.0018552673415172035,0.0028813862932458288,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.002291096705163377,0.002766342416571475,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.0008575608331245294,0.0012540684750739245,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.0008572794770197272,0.0017541279019230142,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.002226896049330269,0.0031327890444982974,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.0007794578419536715,0.0016086030884947128,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.000551651745880936,0.0017093288134421333,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.000666230334655041,0.001923040212724873,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.0007184742324067696,0.0013426932813908519,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.0010054889391026066,0.0019832225300823727,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.0005193684370925058,0.001261343530171681,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.0017487269109451842,0.002443552520776691,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.0009211210979304232,0.001324073136736407,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.0009700763228818231,0.0021768408325546617,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.0016836659449540922,0.0026191711958920435,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.0014527028156860054,0.001766293229684692,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.0018530808150751719,0.0028421928914527514,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.0010234534160750747,0.0016009859388124974,1000,random,uniform,Lime,10,1,LEFTIST'>
