,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.47322962729404916,0.6028869117789882,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,0.5167493317383983,0.6194767897333021,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,0.6963522361337723,0.7992003291955626,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,0.47890080117040823,0.648922772212885,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,0.7450496261628075,0.8047278312502623,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,0.4792689973940313,0.61917392506249,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,0.40781146796535567,0.43934895265986784,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,0.4620203252615844,0.5215242118837474,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,0.41103869542085825,0.47374851698773035,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,0.3883488146091386,0.4269029994512527,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,0.39214847499398103,0.5002776969947068,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,0.4646323525121236,0.48799750396486735,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,0.6294489295267163,0.780140463529831,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
13,0.592245619879381,0.7069946574009283,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
14,0.38081597239081527,0.44385987522966325,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
15,0.5218613106196729,0.5812571231689154,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
16,0.6596436761084314,0.7634308991833582,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
17,0.6666885911679425,0.8396794320515727,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
18,0.44533579214730884,0.4855243494540629,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
19,0.38558966209235396,0.5347199247374074,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
