,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.06655501697842162,0.19865697255326292,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.06984103192457496,0.17404450138088326,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.03042850093439293,0.065054691661431,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.032480027046893546,0.07175895368414117,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.1085892197511074,0.18538548459116622,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.05596141239623974,0.24173290993998536,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.07477089394751295,0.0853387796707221,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.08263687517450949,0.18038668214603337,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.047785675808520424,0.09097804056561308,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.0380038441094533,0.06535434265757355,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.0783310199093278,0.21959468370356963,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.062119932208899886,0.16722272560276555,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.03434697429968442,0.04738137741346946,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.07111581807439338,0.07726927134798206,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.04258275608602432,0.05356997907107155,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.14190451349078997,0.14640491047695275,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.015057305852226546,0.024972616727025432,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.04759726974099435,0.06805957584920334,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.03852385670507504,0.09304636158466413,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.028950610729967095,0.04032361743881983,1000,random,uniform,Lime,10,1,LEFTIST'>
