,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.457593504485304,0.5128711651721597,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,0.561636961530857,0.6219124061696787,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,0.5106018143435408,0.570555284085217,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,0.48964317306938215,0.5556004015856468,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,0.5637925257645188,0.6345921002028402,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,0.7419953980792722,0.8097994731735134,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,0.4682640121234806,0.5507463995906517,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,0.6361116291128439,0.7474244695733518,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,0.5266780169536682,0.5875089485464399,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,0.5280758089943799,0.5940227837969639,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,0.4039825409617282,0.4740644381708187,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,0.5402136959587158,0.5867988440133515,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,0.5606921718498838,0.6058133358283831,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
13,0.5412617309207943,0.5830343140533529,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
14,0.55305904968958,0.5942854400914425,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
15,0.5848351715099338,0.6434612474899272,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
16,0.4280783490752665,0.4728165010966354,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
17,0.49945483246965383,0.5626099373229814,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
18,0.4679992357761167,0.5078602129789628,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
19,0.5173585777662957,0.6015771881003226,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
