,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.22272524380600758,authentic_opposing_information,100,TSEvo'>
1,True,0.3483506717038782,authentic_opposing_information,100,TSEvo'>
2,True,0.3245573346108326,authentic_opposing_information,100,TSEvo'>
3,True,-0.18734056089133452,authentic_opposing_information,100,TSEvo'>
4,True,0.23780458172827904,authentic_opposing_information,100,TSEvo'>
5,True,-0.2474684734407726,authentic_opposing_information,100,TSEvo'>
6,True,-0.2678380186647652,authentic_opposing_information,100,TSEvo'>
7,True,0.03703278322392166,authentic_opposing_information,100,TSEvo'>
8,True,-0.1911238640595122,authentic_opposing_information,100,TSEvo'>
9,True,-0.1568737614279802,authentic_opposing_information,100,TSEvo'>
10,True,0.2017479903646733,authentic_opposing_information,100,TSEvo'>
11,True,-0.28245816710895033,authentic_opposing_information,100,TSEvo'>
12,True,0.2006494852278962,authentic_opposing_information,100,TSEvo'>
13,True,-0.18297048087018908,authentic_opposing_information,100,TSEvo'>
14,True,-0.24202358548941302,authentic_opposing_information,100,TSEvo'>
15,True,-0.4414696361317779,authentic_opposing_information,100,TSEvo'>
16,True,0.13561063088001074,authentic_opposing_information,100,TSEvo'>
17,True,-0.07263449495201928,authentic_opposing_information,100,TSEvo'>
18,True,0.3513177670885917,authentic_opposing_information,100,TSEvo'>
19,True,0.20101830898520742,authentic_opposing_information,100,TSEvo'>
