,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.17164630937967465,SG,False,Saliency_PTY'>
1,True,0.15796642669852531,SG,False,Saliency_PTY'>
2,True,-0.00277722649267885,SG,False,Saliency_PTY'>
3,True,-0.0003226207454421593,SG,False,Saliency_PTY'>
4,True,0.15835761378466984,SG,False,Saliency_PTY'>
5,True,0.0832845512611745,SG,False,Saliency_PTY'>
6,True,0.10020764658411714,SG,False,Saliency_PTY'>
7,True,0.05286142254545714,SG,False,Saliency_PTY'>
8,True,-0.15191922175934722,SG,False,Saliency_PTY'>
9,True,0.03720737270874577,SG,False,Saliency_PTY'>
10,True,-0.1529793129451998,SG,False,Saliency_PTY'>
11,True,0.022367278816279222,SG,False,Saliency_PTY'>
12,True,-0.01744711324069829,SG,False,Saliency_PTY'>
13,True,0.10883841074157448,SG,False,Saliency_PTY'>
14,True,0.17053874439027877,SG,False,Saliency_PTY'>
15,True,0.10343598918514207,SG,False,Saliency_PTY'>
16,True,0.12700230561901948,SG,False,Saliency_PTY'>
17,True,0.11644690331765138,SG,False,Saliency_PTY'>
18,True,0.10498752048698355,SG,False,Saliency_PTY'>
19,True,-0.16077097729080347,SG,False,Saliency_PTY'>
