,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.026892347557082703,IG,False,Saliency_PTY'>
1,True,-0.11543942747679659,IG,False,Saliency_PTY'>
2,True,-0.07045608750855749,IG,False,Saliency_PTY'>
3,True,-0.06705709297915766,IG,False,Saliency_PTY'>
4,True,-0.10558507739802295,IG,False,Saliency_PTY'>
5,True,0.03345849608577885,IG,False,Saliency_PTY'>
6,True,0.30027831959971896,IG,False,Saliency_PTY'>
7,True,-0.06271234875896364,IG,False,Saliency_PTY'>
8,True,0.29692841325629266,IG,False,Saliency_PTY'>
9,True,0.01127203990492686,IG,False,Saliency_PTY'>
10,True,0.18594543689060133,IG,False,Saliency_PTY'>
11,True,0.1411576134222076,IG,False,Saliency_PTY'>
12,True,-0.1661995349922999,IG,False,Saliency_PTY'>
13,True,0.10398668551462881,IG,False,Saliency_PTY'>
14,True,-0.17016680163561929,IG,False,Saliency_PTY'>
15,True,-0.029415119083531737,IG,False,Saliency_PTY'>
16,True,-0.04070330815600381,IG,False,Saliency_PTY'>
17,True,0.05229430058372563,IG,False,Saliency_PTY'>
18,True,-0.10370994262187423,IG,False,Saliency_PTY'>
19,True,0.08558151465372234,IG,False,Saliency_PTY'>
