,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.3510898136314689,SG,False,Saliency_PTY'>
1,True,-0.1780434310234957,SG,False,Saliency_PTY'>
2,True,0.2942529774753325,SG,False,Saliency_PTY'>
3,True,-0.3401924104294213,SG,False,Saliency_PTY'>
4,True,0.41251249676138835,SG,False,Saliency_PTY'>
5,True,-0.2469501131501359,SG,False,Saliency_PTY'>
6,True,-0.3248511646358294,SG,False,Saliency_PTY'>
7,True,-0.18819942906294576,SG,False,Saliency_PTY'>
8,True,-0.22363220954411966,SG,False,Saliency_PTY'>
9,True,0.38312143902202417,SG,False,Saliency_PTY'>
10,True,0.43900267841033697,SG,False,Saliency_PTY'>
11,True,-0.23965587330106392,SG,False,Saliency_PTY'>
12,True,-0.18064555582273842,SG,False,Saliency_PTY'>
13,True,-0.2519177631037642,SG,False,Saliency_PTY'>
14,True,-0.11577834507676693,SG,False,Saliency_PTY'>
15,True,0.4032157410282537,SG,False,Saliency_PTY'>
16,True,0.35403245570934966,SG,False,Saliency_PTY'>
17,True,0.265412628663398,SG,False,Saliency_PTY'>
18,True,-0.19662039296303374,SG,False,Saliency_PTY'>
19,True,0.008977780714660256,SG,False,Saliency_PTY'>
