,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,GRAD,True,Saliency_PTY'>
1,True,,GRAD,True,Saliency_PTY'>
2,True,,GRAD,True,Saliency_PTY'>
3,True,,GRAD,True,Saliency_PTY'>
4,True,,GRAD,True,Saliency_PTY'>
5,True,,GRAD,True,Saliency_PTY'>
6,True,,GRAD,True,Saliency_PTY'>
7,True,0.5063200847718278,GRAD,True,Saliency_PTY'>
8,True,,GRAD,True,Saliency_PTY'>
9,True,,GRAD,True,Saliency_PTY'>
10,True,0.2487578818038956,GRAD,True,Saliency_PTY'>
11,True,0.17299259616108642,GRAD,True,Saliency_PTY'>
12,True,0.2239871617402552,GRAD,True,Saliency_PTY'>
13,True,,GRAD,True,Saliency_PTY'>
14,True,0.3859200345671954,GRAD,True,Saliency_PTY'>
15,True,0.0641776894196695,GRAD,True,Saliency_PTY'>
16,True,,GRAD,True,Saliency_PTY'>
17,True,,GRAD,True,Saliency_PTY'>
18,True,,GRAD,True,Saliency_PTY'>
19,True,,GRAD,True,Saliency_PTY'>
