,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.3752151017515171,GRAD,True,Saliency_PTY'>
1,True,-0.38483124294204407,GRAD,True,Saliency_PTY'>
2,True,0.11703408781358308,GRAD,True,Saliency_PTY'>
3,True,-0.2879382181853157,GRAD,True,Saliency_PTY'>
4,True,0.1306154936404045,GRAD,True,Saliency_PTY'>
5,True,-0.13584957469172748,GRAD,True,Saliency_PTY'>
6,True,-0.3023639014916843,GRAD,True,Saliency_PTY'>
7,True,-0.005869266889853124,GRAD,True,Saliency_PTY'>
8,True,-0.3195814278063561,GRAD,True,Saliency_PTY'>
9,True,-0.026532881187742684,GRAD,True,Saliency_PTY'>
10,True,0.04302206005175458,GRAD,True,Saliency_PTY'>
11,True,0.10776303047503144,GRAD,True,Saliency_PTY'>
12,True,0.04308446446306222,GRAD,True,Saliency_PTY'>
13,True,0.09420508882534968,GRAD,True,Saliency_PTY'>
14,True,0.09218665842904714,GRAD,True,Saliency_PTY'>
15,True,0.08898836700970625,GRAD,True,Saliency_PTY'>
16,True,-0.0367221247999949,GRAD,True,Saliency_PTY'>
17,True,-0.3500592981680141,GRAD,True,Saliency_PTY'>
18,True,-0.2812026693687164,GRAD,True,Saliency_PTY'>
19,True,-0.2765576518680225,GRAD,True,Saliency_PTY'>
