,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.24695257348197822,SG,True,Saliency_PTY'>
1,True,-0.25434073159564735,SG,True,Saliency_PTY'>
2,True,0.044163083635471154,SG,True,Saliency_PTY'>
3,True,-0.02302856120110504,SG,True,Saliency_PTY'>
4,True,0.051235685229591654,SG,True,Saliency_PTY'>
5,True,-0.015197291166581058,SG,True,Saliency_PTY'>
6,True,0.25036222122075447,SG,True,Saliency_PTY'>
7,True,-0.0707822242405529,SG,True,Saliency_PTY'>
8,True,0.03509596638197535,SG,True,Saliency_PTY'>
9,True,-0.12102122118603177,SG,True,Saliency_PTY'>
10,True,0.10093082045327491,SG,True,Saliency_PTY'>
11,True,-0.035494895561841426,SG,True,Saliency_PTY'>
12,True,0.21288905970807417,SG,True,Saliency_PTY'>
13,True,-0.1580960255546564,SG,True,Saliency_PTY'>
14,True,-0.07064422310980907,SG,True,Saliency_PTY'>
15,True,0.09382212158191512,SG,True,Saliency_PTY'>
16,True,-0.08729228791810219,SG,True,Saliency_PTY'>
17,True,0.05750345188449947,SG,True,Saliency_PTY'>
18,True,-0.14862016069316322,SG,True,Saliency_PTY'>
19,True,-0.05230831012220344,SG,True,Saliency_PTY'>
