,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,GRAD,False,Saliency_PTY'>
1,True,0.21817473039195226,GRAD,False,Saliency_PTY'>
2,True,0.15942518497924016,GRAD,False,Saliency_PTY'>
3,True,,GRAD,False,Saliency_PTY'>
4,True,0.22836224651156437,GRAD,False,Saliency_PTY'>
5,True,0.10521831747249952,GRAD,False,Saliency_PTY'>
6,True,0.11566780744231518,GRAD,False,Saliency_PTY'>
7,True,,GRAD,False,Saliency_PTY'>
8,True,0.2056829913010811,GRAD,False,Saliency_PTY'>
9,True,0.07302442097953263,GRAD,False,Saliency_PTY'>
10,True,0.27008778166609226,GRAD,False,Saliency_PTY'>
11,True,,GRAD,False,Saliency_PTY'>
12,True,0.28781286754400237,GRAD,False,Saliency_PTY'>
13,True,0.22348247466203028,GRAD,False,Saliency_PTY'>
14,True,,GRAD,False,Saliency_PTY'>
15,True,,GRAD,False,Saliency_PTY'>
16,True,0.13917119501060787,GRAD,False,Saliency_PTY'>
17,True,0.1941039714841046,GRAD,False,Saliency_PTY'>
18,True,,GRAD,False,Saliency_PTY'>
19,True,,GRAD,False,Saliency_PTY'>
