,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.28332155772567424,FO,True,Saliency_PTY'>
1,True,-0.2379015153692185,FO,True,Saliency_PTY'>
2,True,-0.1739047582465563,FO,True,Saliency_PTY'>
3,True,-0.09655861397435536,FO,True,Saliency_PTY'>
4,True,-0.05391424872546722,FO,True,Saliency_PTY'>
5,True,-0.43973446835738184,FO,True,Saliency_PTY'>
6,True,-0.40713211895764045,FO,True,Saliency_PTY'>
7,True,-0.1998041699084557,FO,True,Saliency_PTY'>
8,True,-0.14673833965364702,FO,True,Saliency_PTY'>
9,True,0.43319793741756735,FO,True,Saliency_PTY'>
10,True,0.232383155541595,FO,True,Saliency_PTY'>
11,True,0.037159217745112084,FO,True,Saliency_PTY'>
12,True,-0.1572837046538932,FO,True,Saliency_PTY'>
13,True,0.3958850754734704,FO,True,Saliency_PTY'>
14,True,0.2583078837283192,FO,True,Saliency_PTY'>
15,True,0.07044109417502764,FO,True,Saliency_PTY'>
16,True,0.07598660936795155,FO,True,Saliency_PTY'>
17,True,-0.26436538242896473,FO,True,Saliency_PTY'>
18,True,-0.4290211543811773,FO,True,Saliency_PTY'>
19,True,-0.12728494176093985,FO,True,Saliency_PTY'>
