,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.07374885925225443,SG,True,Saliency_PTY'>
1,True,0.09766036762196185,SG,True,Saliency_PTY'>
2,True,0.024747733475732895,SG,True,Saliency_PTY'>
3,True,-0.0028478077397728276,SG,True,Saliency_PTY'>
4,True,-0.11621194257712589,SG,True,Saliency_PTY'>
5,True,0.08864132029058285,SG,True,Saliency_PTY'>
6,True,-0.02603917718158441,SG,True,Saliency_PTY'>
7,True,-0.032952697960967045,SG,True,Saliency_PTY'>
8,True,0.04469596231041533,SG,True,Saliency_PTY'>
9,True,-0.1204624158803421,SG,True,Saliency_PTY'>
10,True,0.051689592050796984,SG,True,Saliency_PTY'>
11,True,-0.051130429851199574,SG,True,Saliency_PTY'>
12,True,0.002986267836951775,SG,True,Saliency_PTY'>
13,True,0.036829657798548146,SG,True,Saliency_PTY'>
14,True,0.08878806082199836,SG,True,Saliency_PTY'>
15,True,-0.01857690728142176,SG,True,Saliency_PTY'>
16,True,0.13172469322511735,SG,True,Saliency_PTY'>
17,True,0.015574718308506246,SG,True,Saliency_PTY'>
18,True,0.10342062769369026,SG,True,Saliency_PTY'>
19,True,-0.047201640195860324,SG,True,Saliency_PTY'>
