,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,FO,True,Saliency_PTY'>
1,True,0.008089808886464874,FO,True,Saliency_PTY'>
2,True,0.09228427934248506,FO,True,Saliency_PTY'>
3,True,,FO,True,Saliency_PTY'>
4,True,-0.026902722024003217,FO,True,Saliency_PTY'>
5,True,0.03193310887714474,FO,True,Saliency_PTY'>
6,True,0.12926688289836508,FO,True,Saliency_PTY'>
7,True,,FO,True,Saliency_PTY'>
8,True,0.22821202781913733,FO,True,Saliency_PTY'>
9,True,0.1743533369666854,FO,True,Saliency_PTY'>
10,True,0.10534857461417925,FO,True,Saliency_PTY'>
11,True,,FO,True,Saliency_PTY'>
12,True,0.3911499000418211,FO,True,Saliency_PTY'>
13,True,0.021625301070480083,FO,True,Saliency_PTY'>
14,True,,FO,True,Saliency_PTY'>
15,True,,FO,True,Saliency_PTY'>
16,True,-0.042262607458428234,FO,True,Saliency_PTY'>
17,True,0.238272219882165,FO,True,Saliency_PTY'>
18,True,,FO,True,Saliency_PTY'>
19,True,,FO,True,Saliency_PTY'>
