,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,GS,False,Saliency_PTY'>
1,True,0.17598550596277895,GS,False,Saliency_PTY'>
2,True,0.18789052178892193,GS,False,Saliency_PTY'>
3,True,,GS,False,Saliency_PTY'>
4,True,0.11372569516788814,GS,False,Saliency_PTY'>
5,True,0.16230412855275747,GS,False,Saliency_PTY'>
6,True,-0.06188917770387022,GS,False,Saliency_PTY'>
7,True,,GS,False,Saliency_PTY'>
8,True,0.04870646742716526,GS,False,Saliency_PTY'>
9,True,0.32855679045856845,GS,False,Saliency_PTY'>
10,True,0.2212017939760109,GS,False,Saliency_PTY'>
11,True,,GS,False,Saliency_PTY'>
12,True,-0.06709270176679667,GS,False,Saliency_PTY'>
13,True,0.12825023523674692,GS,False,Saliency_PTY'>
14,True,,GS,False,Saliency_PTY'>
15,True,,GS,False,Saliency_PTY'>
16,True,0.10817284376630604,GS,False,Saliency_PTY'>
17,True,0.24170227060367072,GS,False,Saliency_PTY'>
18,True,,GS,False,Saliency_PTY'>
19,True,,GS,False,Saliency_PTY'>
