,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.859700309528701,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,3.8345065758299337,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,3.8672678504516003,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,3.8278666144891424,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,3.5913796374191853,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,3.827238403013731,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,3.8796999719732788,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,3.777360212351269,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,3.7855195240039765,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,3.818528333792933,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,3.8547526069950835,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,3.844768116810399,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,3.773297323084556,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,3.550119550044995,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,3.8416086149540773,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,3.7842218253920263,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,3.8042724172667906,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,3.8270146005132313,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,3.33026239066329,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,3.745212205479573,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
