,complexity,method,tsr,explanation
0,0.9478192797720404,FA,False,Saliency_PTY'>
1,0.962547843849328,FA,False,Saliency_PTY'>
2,2.506678707388829,FA,False,Saliency_PTY'>
3,0.609444114625533,FA,False,Saliency_PTY'>
4,2.0868425134709536,FA,False,Saliency_PTY'>
5,2.2162339219002325,FA,False,Saliency_PTY'>
6,1.8110766330386707,FA,False,Saliency_PTY'>
7,2.219414360069065,FA,False,Saliency_PTY'>
8,1.6422242495766504,FA,False,Saliency_PTY'>
9,2.1403563245065405,FA,False,Saliency_PTY'>
10,1.4237312950713974,FA,False,Saliency_PTY'>
11,1.1311774678892363,FA,False,Saliency_PTY'>
12,1.3180241929124832,FA,False,Saliency_PTY'>
13,1.9097084248360332,FA,False,Saliency_PTY'>
14,0.709565223380144,FA,False,Saliency_PTY'>
15,1.8888171042784732,FA,False,Saliency_PTY'>
16,2.30583926055427,FA,False,Saliency_PTY'>
17,2.575003462792381,FA,False,Saliency_PTY'>
18,0.6225830012658439,FA,False,Saliency_PTY'>
19,1.9950190013891211,FA,False,Saliency_PTY'>
