,complexity,transformer,epochs,explanation
0,3.7657335835195775,mutate_both,100,TSEvo'>
1,3.8453396790539554,mutate_both,100,TSEvo'>
2,3.7665908764250298,mutate_both,100,TSEvo'>
3,3.8397215413528527,mutate_both,100,TSEvo'>
4,3.7918801583625563,mutate_both,100,TSEvo'>
5,3.8300318617032305,mutate_both,100,TSEvo'>
6,3.738462055649871,mutate_both,100,TSEvo'>
7,3.7829807662020496,mutate_both,100,TSEvo'>
8,3.5905471428588003,mutate_both,100,TSEvo'>
9,3.717140653215971,mutate_both,100,TSEvo'>
10,3.810056218951813,mutate_both,100,TSEvo'>
11,3.7931652797020328,mutate_both,100,TSEvo'>
12,3.718088058836522,mutate_both,100,TSEvo'>
13,3.7095334214240685,mutate_both,100,TSEvo'>
14,3.776540437441676,mutate_both,100,TSEvo'>
15,3.8488397883202548,mutate_both,100,TSEvo'>
16,3.7703742743619943,mutate_both,100,TSEvo'>
17,3.827375051030168,mutate_both,100,TSEvo'>
18,3.7782879527924282,mutate_both,100,TSEvo'>
19,3.794526950910768,mutate_both,100,TSEvo'>
