,complexity,transformer,epochs,explanation
0,3.7917447035654863,mutate_both,100,TSEvo'>
1,3.825822659516559,mutate_both,100,TSEvo'>
2,3.851819857880193,mutate_both,100,TSEvo'>
3,3.8302246701639393,mutate_both,100,TSEvo'>
4,3.859328706762523,mutate_both,100,TSEvo'>
5,3.809845934876861,mutate_both,100,TSEvo'>
6,3.789610039798317,mutate_both,100,TSEvo'>
7,3.821670745213431,mutate_both,100,TSEvo'>
8,3.8445347467986486,mutate_both,100,TSEvo'>
9,3.8176833401580335,mutate_both,100,TSEvo'>
10,3.8018549796427807,mutate_both,100,TSEvo'>
11,3.7909815190640654,mutate_both,100,TSEvo'>
12,3.83554407868709,mutate_both,100,TSEvo'>
13,3.7730101195128247,mutate_both,100,TSEvo'>
14,3.826893861631728,mutate_both,100,TSEvo'>
15,3.811129996097979,mutate_both,100,TSEvo'>
16,3.845894752123086,mutate_both,100,TSEvo'>
17,3.8006716914692786,mutate_both,100,TSEvo'>
18,3.8501637799694697,mutate_both,100,TSEvo'>
19,3.8563441458938974,mutate_both,100,TSEvo'>
