,complexity,method,tsr,explanation
0,3.6933041177893786,GRAD,False,Saliency_PTY'>
1,3.691056160548041,GRAD,False,Saliency_PTY'>
2,3.2602311218271733,GRAD,False,Saliency_PTY'>
3,3.508454903919489,GRAD,False,Saliency_PTY'>
4,3.268183764184194,GRAD,False,Saliency_PTY'>
5,3.6938090483072457,GRAD,False,Saliency_PTY'>
6,2.974333047729751,GRAD,False,Saliency_PTY'>
7,3.436803130344739,GRAD,False,Saliency_PTY'>
8,3.2876364430744145,GRAD,False,Saliency_PTY'>
9,3.703007717696256,GRAD,False,Saliency_PTY'>
10,3.3363923118637544,GRAD,False,Saliency_PTY'>
11,3.4215636726062573,GRAD,False,Saliency_PTY'>
12,3.5142002682453337,GRAD,False,Saliency_PTY'>
13,2.904756779500641,GRAD,False,Saliency_PTY'>
14,3.471260020171212,GRAD,False,Saliency_PTY'>
15,3.5796615947951387,GRAD,False,Saliency_PTY'>
16,3.1040501302396244,GRAD,False,Saliency_PTY'>
17,3.7388705326250955,GRAD,False,Saliency_PTY'>
18,3.6490126421676723,GRAD,False,Saliency_PTY'>
19,3.65405207073835,GRAD,False,Saliency_PTY'>
