,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.8138791350415198,50,NUN_CF,dtw,500,1,NativeGuideCF'>
1,3.7863072669585733,50,NUN_CF,dtw,500,1,NativeGuideCF'>
2,3.8254677925188725,50,NUN_CF,dtw,500,1,NativeGuideCF'>
3,3.8470215811917923,50,NUN_CF,dtw,500,1,NativeGuideCF'>
4,3.8538383968711623,50,NUN_CF,dtw,500,1,NativeGuideCF'>
5,3.84271181621155,50,NUN_CF,dtw,500,1,NativeGuideCF'>
6,3.860002680778576,50,NUN_CF,dtw,500,1,NativeGuideCF'>
7,3.796950724904243,50,NUN_CF,dtw,500,1,NativeGuideCF'>
8,3.8400506159775665,50,NUN_CF,dtw,500,1,NativeGuideCF'>
9,3.8381005296013146,50,NUN_CF,dtw,500,1,NativeGuideCF'>
10,3.8126779755161118,50,NUN_CF,dtw,500,1,NativeGuideCF'>
11,3.8229057029954006,50,NUN_CF,dtw,500,1,NativeGuideCF'>
12,3.831913469182874,50,NUN_CF,dtw,500,1,NativeGuideCF'>
13,3.8308033593236246,50,NUN_CF,dtw,500,1,NativeGuideCF'>
14,3.757863045740505,50,NUN_CF,dtw,500,1,NativeGuideCF'>
15,3.833661597664527,50,NUN_CF,dtw,500,1,NativeGuideCF'>
