,complexity,method,tsr,explanation
0,3.1858287795375624,SG,True,Saliency_PTY'>
1,3.161829560614128,SG,True,Saliency_PTY'>
2,3.136546486841307,SG,True,Saliency_PTY'>
3,3.101945247536557,SG,True,Saliency_PTY'>
4,3.197527957347271,SG,True,Saliency_PTY'>
5,3.1355699403874953,SG,True,Saliency_PTY'>
6,3.160763917154126,SG,True,Saliency_PTY'>
7,3.219320761697407,SG,True,Saliency_PTY'>
8,3.176902376314267,SG,True,Saliency_PTY'>
9,3.1881510450024466,SG,True,Saliency_PTY'>
10,3.1659001604352115,SG,True,Saliency_PTY'>
11,3.188995750045415,SG,True,Saliency_PTY'>
12,3.1658605455212556,SG,True,Saliency_PTY'>
13,3.1945260433428304,SG,True,Saliency_PTY'>
14,3.1229905219187533,SG,True,Saliency_PTY'>
15,3.207353751084995,SG,True,Saliency_PTY'>
16,3.1468178127305193,SG,True,Saliency_PTY'>
17,3.104448812935592,SG,True,Saliency_PTY'>
18,3.12892654163766,SG,True,Saliency_PTY'>
19,3.1689279498992198,SG,True,Saliency_PTY'>
