,complexity,method,tsr,explanation
0,3.701707197539405,SG,False,Saliency_PTY'>
1,3.733267602704033,SG,False,Saliency_PTY'>
2,3.7124040201899473,SG,False,Saliency_PTY'>
3,3.7711969507364858,SG,False,Saliency_PTY'>
4,3.739024272570067,SG,False,Saliency_PTY'>
5,3.7472058206184524,SG,False,Saliency_PTY'>
6,3.7945265147790654,SG,False,Saliency_PTY'>
7,3.6718258049697914,SG,False,Saliency_PTY'>
8,3.6643192257008503,SG,False,Saliency_PTY'>
9,3.7461705138445933,SG,False,Saliency_PTY'>
10,3.7555605171472255,SG,False,Saliency_PTY'>
11,3.6892507052029253,SG,False,Saliency_PTY'>
12,3.7677078915315474,SG,False,Saliency_PTY'>
13,3.7054869735094376,SG,False,Saliency_PTY'>
14,3.7087492176090913,SG,False,Saliency_PTY'>
15,3.7687806188276958,SG,False,Saliency_PTY'>
16,3.6829786630373804,SG,False,Saliency_PTY'>
17,3.6680329185661953,SG,False,Saliency_PTY'>
18,3.6825091451966765,SG,False,Saliency_PTY'>
19,3.732236513155218,SG,False,Saliency_PTY'>
