,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.7961349857131794,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,3.858164594424055,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,3.8576117042717057,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,3.8258979182582986,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,3.8376988400250287,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,3.8568177787424904,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,3.859282531217352,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,3.8457367365196804,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,3.8321764988162204,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,3.8419678376564494,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,3.8320276989029276,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,3.856171831946153,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,3.828788729663952,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,2.7467061646148503,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,4.8182134932127957e-11,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,3.814203922212,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,3.8327144470102463,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,3.837678197814403,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,3.8406901376781257,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,3.820314923369507,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
