,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.8348234182274403,50,NG,dtw,500,1,NativeGuideCF'>
1,3.817749072755854,50,NG,dtw,500,1,NativeGuideCF'>
2,3.811746160863949,50,NG,dtw,500,1,NativeGuideCF'>
3,3.861394429054567,50,NG,dtw,500,1,NativeGuideCF'>
4,3.798077430668514,50,NG,dtw,500,1,NativeGuideCF'>
5,3.8243763017349273,50,NG,dtw,500,1,NativeGuideCF'>
6,3.801293485723969,50,NG,dtw,500,1,NativeGuideCF'>
7,3.8189129174535252,50,NG,dtw,500,1,NativeGuideCF'>
8,3.832934982151256,50,NG,dtw,500,1,NativeGuideCF'>
9,3.861394429054567,50,NG,dtw,500,1,NativeGuideCF'>
10,3.832934982151256,50,NG,dtw,500,1,NativeGuideCF'>
11,3.818608052118057,50,NG,dtw,500,1,NativeGuideCF'>
12,3.8341853489763267,50,NG,dtw,500,1,NativeGuideCF'>
13,3.861394429054567,50,NG,dtw,500,1,NativeGuideCF'>
14,3.829851678622457,50,NG,dtw,500,1,NativeGuideCF'>
15,3.8106324325393683,50,NG,dtw,500,1,NativeGuideCF'>
16,3.8328562673125166,50,NG,dtw,500,1,NativeGuideCF'>
17,3.8311867126681562,50,NG,dtw,500,1,NativeGuideCF'>
18,3.8497687001967247,50,NG,dtw,500,1,NativeGuideCF'>
19,3.8294002015110493,50,NG,dtw,500,1,NativeGuideCF'>
