,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.825,0.7672567092305839,0.405,100,NG,dtw,500,1,NativeGuideCF'>
1,True,0.8,0.7963658888891675,0.4875,100,NG,dtw,500,1,NativeGuideCF'>
2,True,0.85,0.8754702162971008,0.7849999999999999,100,NG,dtw,500,1,NativeGuideCF'>
3,False,0.75,0.7324398397146785,0.285,100,NG,dtw,500,1,NativeGuideCF'>
4,True,0.875,0.8273355629786874,0.6362500000000001,100,NG,dtw,500,1,NativeGuideCF'>
5,True,0.8,0.8158275079216697,0.55875,100,NG,dtw,500,1,NativeGuideCF'>
6,True,0.825,0.8178142050096684,0.56375,100,NG,dtw,500,1,NativeGuideCF'>
7,True,0.8,0.8272459694608386,0.5925,100,NG,dtw,500,1,NativeGuideCF'>
8,False,0.8,0.7633148857574095,0.38,100,NG,dtw,500,1,NativeGuideCF'>
9,True,0.775,0.7177854461837572,0.2425,100,NG,dtw,500,1,NativeGuideCF'>
10,True,0.825,0.8039689284458255,0.505,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.775,0.7194821423121348,0.2775,100,NG,dtw,500,1,NativeGuideCF'>
12,True,0.775,0.7294243217716501,0.29,100,NG,dtw,500,1,NativeGuideCF'>
13,True,0.85,0.8495709886140554,0.70375,100,NG,dtw,500,1,NativeGuideCF'>
14,True,0.8,0.7830922276299956,0.43,100,NG,dtw,500,1,NativeGuideCF'>
15,True,0.85,0.8485741854095928,0.72375,100,NG,dtw,500,1,NativeGuideCF'>
16,True,0.8,0.823071780016533,0.6024999999999998,100,NG,dtw,500,1,NativeGuideCF'>
17,True,0.775,0.72980005363185,0.28,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.8,0.7427058863629155,0.36375,100,NG,dtw,500,1,NativeGuideCF'>
19,True,0.85,0.8555736208048557,0.6875,100,NG,dtw,500,1,NativeGuideCF'>
