,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.7,0.6568801564144389,0.6716666666666666,mutate_both,100,TSEvo'>
1,True,0.7666666666666667,0.6869900940517002,0.79,mutate_both,100,TSEvo'>
2,True,0.43333333333333335,0.5275292103833766,0.37,mutate_both,100,TSEvo'>
3,False,0.36666666666666664,0.4641114671099184,0.255,mutate_both,100,TSEvo'>
4,False,0.4,0.45563747950868055,0.24666666666666667,mutate_both,100,TSEvo'>
5,False,0.4666666666666667,0.5190755779137086,0.31333333333333335,mutate_both,100,TSEvo'>
6,False,0.36666666666666664,0.4837011591364307,0.2733333333333333,mutate_both,100,TSEvo'>
7,True,0.43333333333333335,0.47334509216590254,0.29083333333333333,mutate_both,100,TSEvo'>
8,True,0.43333333333333335,0.545021708009359,0.365,mutate_both,100,TSEvo'>
9,False,0.5666666666666667,0.5953900431646546,0.5233333333333332,mutate_both,100,TSEvo'>
10,False,0.4,0.393911590995558,0.20833333333333331,mutate_both,100,TSEvo'>
11,True,0.7,0.6889733541654144,0.7308333333333333,mutate_both,100,TSEvo'>
12,False,0.5333333333333333,0.5142730023390172,0.38166666666666665,mutate_both,100,TSEvo'>
13,True,0.4,0.4769295664395343,0.25083333333333335,mutate_both,100,TSEvo'>
14,True,0.8,0.7423932942040051,0.865,mutate_both,100,TSEvo'>
15,True,0.7666666666666667,0.7307903558119921,0.8433333333333334,mutate_both,100,TSEvo'>
16,True,0.4,0.47221711781217157,0.24,mutate_both,100,TSEvo'>
17,True,0.7,0.7050007251447297,0.7491666666666668,mutate_both,100,TSEvo'>
18,False,0.4666666666666667,0.5133801915506101,0.3283333333333333,mutate_both,100,TSEvo'>
19,False,0.5,0.5288904300376901,0.35500000000000004,mutate_both,100,TSEvo'>
