,Pointing,Relevance Rank,Relevance Mass,AuC,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
1,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
2,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
4,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
8,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
9,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
10,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
12,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
13,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
15,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
16,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
17,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
18,True,0.5,-0.0,0.5694444444444444,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,0.21428571428571427,0.0,0.4305555555555556,1000,random,uniform,Lime,10,1,LEFTIST'>
